source_id,target_id,edge_type,notes
b1000:629,wiki:hinduism-and-dharmic-thought,has_topic,Broad domain bridge from darshanas-and-philosophy to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:630,wiki:hinduism-and-dharmic-thought,has_topic,Broad domain bridge from darshanas-and-philosophy to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:631,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:632,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:633,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:634,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:635,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:636,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:637,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:639,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:640,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:641,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:643,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:644,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:645,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:646,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:647,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:649,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:656,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:659,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:660,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:661,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:666,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:680,wiki:cultural-memory-and-tradition,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:683,wiki:prehistoric-india-and-archaeology,has_topic,Broad domain bridge from sindhu-sarasvati-and-origins to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:696,wiki:prehistoric-india-and-archaeology,has_topic,Broad domain bridge from sindhu-sarasvati-and-origins to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:697,wiki:prehistoric-india-and-archaeology,has_topic,Broad domain bridge from sindhu-sarasvati-and-origins to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:698,wiki:prehistoric-india-and-archaeology,has_topic,Broad domain bridge from sindhu-sarasvati-and-origins to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:699,wiki:prehistoric-india-and-archaeology,has_topic,Broad domain bridge from sindhu-sarasvati-and-origins to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:700,wiki:prehistoric-india-and-archaeology,has_topic,Broad domain bridge from sindhu-sarasvati-and-origins to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:704,wiki:prehistoric-india-and-archaeology,has_topic,Broad domain bridge from sindhu-sarasvati-and-origins to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:713,wiki:indian-history-and-civilization,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:715,wiki:indian-history-and-civilization,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:717,wiki:indian-history-and-civilization,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:718,wiki:indian-history-and-civilization,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:721,wiki:indian-history-and-civilization,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:722,wiki:indian-history-and-civilization,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:724,wiki:indian-history-and-civilization,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:725,wiki:indian-history-and-civilization,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:726,wiki:indian-history-and-civilization,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:727,wiki:indian-history-and-civilization,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:728,wiki:indian-history-and-civilization,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:729,wiki:indian-history-and-civilization,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:730,wiki:indian-history-and-civilization,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
b1000:735,wiki:indian-history-and-civilization,has_topic,Broad domain bridge from history-and-civilizational-recovery to the nearest synthesized wiki topic; use for traversal when no narrower title match exists.
