id,title,id-slug,author,description,reading-path,section,subsection,link,preree,slug,domain,core-of-sanatana-dharma,being-indian,what-will-destroy,hindu-institution-generate,will-save-sanatana-dharma,modernity-and-hindu-values,hindu-unity-and-diversity,new-indian-republic,hindu-renaissance,practice-but-not-proven,hindu-frameworks-of-education,hindu-models-of-temple-management,interchanging-dynamics-of-hindu-family,structure-of-hindu-charity,temples-of-madhya-pradesh,battle-for-dharma-north-east,impact-of-conversion-kekadia,year-in-hajong-village,artist-in-art,hindu-response-to-enlightenment,hindu-school-of-history
174,The Yoga System of Patanjali,174-the-yoga-system-of-patanjali,James Haughton Woods,Woods's Harvard Oriental Series scholarly translation of Yoga Sutras with Vyasa and Vachaspati - academic standard for decades.,,The Six Darshanas,Yoga,https://archive.org/details/yogasystemofpata00wooduoft,the yoga system of patanjali,the-yoga-system-of-patanjali,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
175,Yoga: Immortality and Freedom,175-yoga-immortality-and-freedom,Mircea Eliade,Eliade's classical phenomenology of yoga as the search for spiritual freedom - foundational Western academic work on yoga.,,The Six Darshanas,Yoga,In Copyright,yoga: immortality and freedom,yoga-immortality-and-freedom,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
176,The Yoga Tradition,176-the-yoga-tradition,Georg Feuerstein,"Feuerstein's encyclopedic survey of yoga history, schools, and practices - comprehensive reference for the entire yoga tradition.",,The Six Darshanas,Yoga,In Copyright,the yoga tradition,the-yoga-tradition,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
177,The Alchemical Body,177-the-alchemical-body,David Gordon White,"David Gordon White's scholarly study of medieval Hatha Yoga and Siddha alchemy - kundalini, rasa, and tantric body practices.",13-esoteric-way,The Six Darshanas,Yoga,In Copyright,the alchemical body,the-alchemical-body,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
178,Sinister Yogis,178-sinister-yogis,David Gordon White,"White's revisionist study of medieval yogis as feared sorcerers, not benign teachers - challenges modern sanitized yoga history.",,The Six Darshanas,Yoga,In Copyright,sinister yogis,sinister-yogis,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
179,The Yoga Sutra of Patanjali: A Biography,179-the-yoga-sutra-of-patanjali-a-biography,David Gordon White,White's biographical study of the Yoga Sutras' reception history - argues Patanjali was marginal until colonial-era revival.,,The Six Darshanas,Yoga,https://archive.org/search?query=%22The%20Yoga%20Sutra%20of%20Patanjali%22%20David%20Gordon%20White,the yoga sutra of patanjali: a biography,the-yoga-sutra-of-patanjali-a-biography,darshanas-and-philosophy,TRUE,,TRUE,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
180,Roots of Yoga,180-roots-of-yoga,James Mallinson & Mark Singleton,Mallinson and Singleton's Penguin sourcebook of yoga texts from across traditions - definitive scholarly survey of yoga primary literature.,,The Six Darshanas,Yoga,In Copyright,roots of yoga,roots-of-yoga,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
181,The Hatha Yoga Pradipika,181-the-hatha-yoga-pradipika,Swami Muktibodhananda,Muktibodhananda's translation and commentary on the Hatha Yoga Pradipika - Bihar School standard edition of the foundational Hatha text.,13-esoteric-way,The Six Darshanas,Yoga,https://archive.org/details/HathaYogaPradipikaSwamiMuktibodhananda,the hatha yoga pradipika,the-hatha-yoga-pradipika,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
182,The Gheranda Samhita,182-the-gheranda-samhita,Swami Niranjanananda Saraswati,"Niranjanananda's translation of the Gheranda Samhita - second major Hatha Yoga text covering shatkarma, asana, mudra, and pranayama.",,The Six Darshanas,Yoga,https://archive.org/details/GherandaSamhitaSwamiNiranjanananda,the gheranda samhita,the-gheranda-samhita,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
183,The Shiva Samhita,183-the-shiva-samhita,James Mallinson,Mallinson's scholarly translation of the Shiva Samhita - third classical Hatha Yoga text with strong tantric framing.,,The Six Darshanas,Yoga,https://archive.org/search?query=%22The%20Shiva%20Samhita%22%20James%20Mallinson,the shiva samhita,the-shiva-samhita,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
184,Yoga in Practice,184-yoga-in-practice,David Gordon White (ed.),White's edited Princeton anthology of yoga texts in practice - diverse historical sources showing yoga's actual lived diversity.,,The Six Darshanas,Yoga,In Copyright,yoga in practice,yoga-in-practice,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
185,Light on Yoga,185-light-on-yoga,B. K. S. Iyengar,B. K. S. Iyengar's foundational asana manual with 600 photographs - most influential modern yoga instruction book worldwide.,,The Six Darshanas,Yoga,In Copyright,light on yoga,light-on-yoga,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
186,Light on Pranayama,186-light-on-pranayama,B. K. S. Iyengar,Iyengar's authoritative pranayama manual - detailed instruction on breath techniques from the master of modern postural yoga.,,The Six Darshanas,Yoga,In Copyright,light on pranayama,light-on-pranayama,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
187,The Heart of Yoga,187-the-heart-of-yoga,T. K. V. Desikachar,"Desikachar's introduction to Krishnamacharya's yoga lineage - emphasizes vinyasa krama, individual adaptation, and integrated practice.",,The Six Darshanas,Yoga,In Copyright,the heart of yoga,the-heart-of-yoga,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE
188,Asana Pranayama Mudra Bandha,188-asana-pranayama-mudra-bandha,Swami Satyananda Saraswati,"Satyananda's comprehensive Bihar School yoga manual - systematic instruction in asana, pranayama, mudra, and bandha for serious students.",,The Six Darshanas,Yoga,https://archive.org/search?query=%22Asana%20Pranayama%20Mudra%20Bandha%22%20Swami%20Satyananda%20Saraswati,asana pranayama mudra bandha,asana-pranayama-mudra-bandha,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
189,Four Chapters on Freedom,189-four-chapters-on-freedom,Swami Satyananda Saraswati,Satyananda's translation and commentary on the Yoga Sutras - Bihar School Yoga's accessible take on Patanjali's classical text.,,The Six Darshanas,Yoga,https://archive.org/search?query=%22Four%20Chapters%20on%20Freedom%22%20Swami%20Satyananda%20Saraswati,four chapters on freedom,four-chapters-on-freedom,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
190,The Tree of Yoga,190-the-tree-of-yoga,B. K. S. Iyengar,Iyengar's mature philosophical reflection on yoga as integral life practice - late-career wisdom from the great asana teacher.,,The Six Darshanas,Yoga,In Copyright,the tree of yoga,the-tree-of-yoga,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
191,The Mimamsa Sutras of Jaimini,191-the-mimamsa-sutras-of-jaimini,Mohan Lal Sandal,Sandal's English translation of Jaimini's Mimamsa Sutras - foundational text of Vedic ritual hermeneutics and exegesis.,,The Six Darshanas,Mimamsa,https://archive.org/search?query=%22The%20Mimamsa%20Sutras%20of%20Jaimini%22%20Mohan%20Lal%20Sandal,the mimamsa sutras of jaimini,the-mimamsa-sutras-of-jaimini,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
192,Sabara-Bhashya,192-sabara-bhashya,Ganganatha Jha (3 vols),"Jha's monumental three-volume translation of Sabara's Mimamsa Bhashya - earliest extant Mimamsa commentary, system-defining work.",,The Six Darshanas,Mimamsa,https://archive.org/details/in.ernet.dli.2015.51067,sabara-bhashya,sabara-bhashya,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
193,The Prabhakara School of Purva Mimamsa,193-the-prabhakara-school-of-purva-mimamsa,Ganganatha Jha,Jha's scholarly study of Prabhakara's school of Mimamsa - alternative tradition to Kumarila within Purva Mimamsa philosophy.,,The Six Darshanas,Mimamsa,https://archive.org/search?query=%22The%20Prabhakara%20School%20of%20Purva%20Mimamsa%22%20Ganganatha%20Jha,the prabhakara school of purva mimamsa,the-prabhakara-school-of-purva-mimamsa,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
194,Purva-Mimamsa in its Sources,194-purva-mimamsa-in-its-sources,Ganganatha Jha,Jha's wide-ranging study of Purva Mimamsa from primary sources - comprehensive academic introduction to the ritualist darshana.,,The Six Darshanas,Mimamsa,https://archive.org/search?query=%22Purva-Mimamsa%20in%20its%20Sources%22%20Ganganatha%20Jha,purva-mimamsa in its sources,purva-mimamsa-in-its-sources,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
195,The Slokavarttika of Kumarila Bhatta,195-the-slokavarttika-of-kumarila-bhatta,Ganganatha Jha,"Jha's translation of Kumarila Bhatta's Slokavarttika - most important Mimamsa text on language, meaning, and Vedic authority.",,The Six Darshanas,Mimamsa,https://archive.org/search?query=%22The%20Slokavarttika%20of%20Kumarila%20Bhatta%22%20Ganganatha%20Jha,the slokavarttika of kumarila bhatta,the-slokavarttika-of-kumarila-bhatta,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
196,Manameyodaya,196-manameyodaya,C. Kunhan Raja & S. S. Suryanarayana Sastri,Kunhan Raja and Suryanarayana Sastri's translation of the Manameyodaya - useful Mimamsa primer on epistemology and metaphysics.,,The Six Darshanas,Mimamsa,https://archive.org/search?query=%22Manameyodaya%22%20C.%20Kunhan%20Raja%20%26%20S.%20S.%20Suryanarayana%20Sastri,manameyodaya,manameyodaya,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
197,The Mimamsa Theory of Self-Recognition,197-the-mimamsa-theory-of-self-recognition,D. M. Datta,D. M. Datta's scholarly study of self-recognition in Mimamsa epistemology - focused academic monograph for advanced students.,,The Six Darshanas,Mimamsa,In Copyright,the mimamsa theory of self-recognition,the-mimamsa-theory-of-self-recognition,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
198,Materials for the Study of the Apastamba Sutras,198-materials-for-the-study-of-the-apastamba-sutras,Daniel H. H. Ingalls (background),Ingalls's foundational study of Apastamba sutras and dharma - useful background for Mimamsa engagement with Vedic ritual texts.,,The Six Darshanas,Mimamsa,https://archive.org/search?query=%22Materials%20for%20the%20Study%20of%20the%20Apastamba%20Sutras%22%20Daniel%20H.%20H.%20Ingalls,materials for the study of the apastamba sutras,materials-for-the-study-of-the-apastamba-sutras,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
199,The Brahma Sutras,199-the-brahma-sutras,Swami Sivananda,Sivananda's accessible Brahma Sutras translation with commentary - practical Advaita introduction to Badarayana's foundational text.,,The Six Darshanas,Vedanta - Foundational,https://archive.org/search?query=%22The%20Brahma%20Sutras%22%20Swami%20Sivananda,the brahma sutras,the-brahma-sutras,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
200,Brahma Sutra Bhashya of Shankara,200-brahma-sutra-bhashya-of-shankara,Swami Gambhirananda,Gambhirananda's complete English translation of Shankara's Brahma Sutra Bhashya - definitive Advaita Vedanta scholastic text.,,The Six Darshanas,Vedanta - Foundational,https://archive.org/search?query=%22Brahma%20Sutra%20Bhashya%20of%20Shankara%22%20Swami%20Gambhirananda,brahma sutra bhashya of shankara,brahma-sutra-bhashya-of-shankara,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
201,The Vedanta Sutras with the Commentary of Sankaracharya,201-the-vedanta-sutras-with-the-commentary-of-sankaracharya,George Thibaut (3 vols),Thibaut's classical 19th-century three-volume translation of Brahma Sutras with Shankara - historic Sacred Books of the East edition.,,The Six Darshanas,Vedanta - Foundational,https://sacred-texts.com/hin/sbe34/index.htm,the vedanta sutras with the commentary of sankaracharya,the-vedanta-sutras-with-the-commentary-of-sankaracharya,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
202,The Vedanta Sutras with the Commentary of Ramanuja,202-the-vedanta-sutras-with-the-commentary-of-ramanuja,George Thibaut,Thibaut's translation of Brahma Sutras with Ramanuja's Sri Bhashya - definitive Vishishtadvaita scholastic counterpart to Shankara.,,The Six Darshanas,Vedanta - Foundational,https://sacred-texts.com/hin/sbe48/index.htm,the vedanta sutras with the commentary of ramanuja,the-vedanta-sutras-with-the-commentary-of-ramanuja,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
203,The Brahma Sutras of Madhva,203-the-brahma-sutras-of-madhva,S. Subba Rau,Subba Rau's translation of the Brahma Sutras with Madhva's commentary - Dvaita Vedanta's distinctive reading of Badarayana.,,The Six Darshanas,Vedanta - Foundational,https://archive.org/search?query=%22The%20Brahma%20Sutras%20of%20Madhva%22%20S.%20Subba%20Rau,the brahma sutras of madhva,the-brahma-sutras-of-madhva,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
204,Vedanta Paribhasha of Dharmaraja Adhvarindra,204-vedanta-paribhasha-of-dharmaraja-adhvarindra,Swami Madhavananda,Madhavananda's translation of Vedanta Paribhasha - standard primer on Advaita Vedanta epistemology and pramana theory.,,The Six Darshanas,Vedanta - Foundational,https://archive.org/search?query=%22Vedanta%20Paribhasha%20of%20Dharmaraja%20Adhvarindra%22%20Swami%20Madhavananda,vedanta paribhasha of dharmaraja adhvarindra,vedanta-paribhasha-of-dharmaraja-adhvarindra,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
205,The Vivekachudamani of Shankaracharya,205-the-vivekachudamani-of-shankaracharya,Swami Madhavananda,"Madhavananda's standard translation of Shankara's Vivekachudamani - classic Advaita primer on discrimination, detachment, and self-knowledge.",,Vedanta - The Sub-schools,Advaita,https://archive.org/search?query=%22The%20Vivekachudamani%20of%20Shankaracharya%22%20Swami%20Madhavananda,the vivekachudamani of shankaracharya,the-vivekachudamani-of-shankaracharya,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
206,Atma Bodha,206-atma-bodha,Swami Nikhilananda,"Nikhilananda's translation of Shankara's Atma Bodha - short verse text on Self-knowledge, ideal beginner's introduction to Advaita.",,Vedanta - The Sub-schools,Advaita,https://archive.org/search?query=%22Atma%20Bodha%22%20Swami%20Nikhilananda,atma bodha,atma-bodha,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
207,Tattva Bodha,207-tattva-bodha,Swami Tattvavidananda Saraswati,Tattvavidananda Saraswati's translation of Tattva Bodha - foundational Advaita primer used in traditional Vedanta teaching.,,Vedanta - The Sub-schools,Advaita,https://archive.org/search?query=%22Tattva%20Bodha%22%20Swami%20Tattvavidananda%20Saraswati,tattva bodha,tattva-bodha,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
208,Drig Drishya Viveka,208-drig-drishya-viveka,Swami Nikhilananda,"Nikhilananda's translation of Drig Drishya Viveka - concise Advaita text discriminating seer from seen, attributed to Shankara.",,Vedanta - The Sub-schools,Advaita,https://archive.org/search?query=%22Drig%20Drishya%20Viveka%22%20Swami%20Nikhilananda,drig drishya viveka,drig-drishya-viveka,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
209,Aparokshanubhuti,209-aparokshanubhuti,Swami Vimuktananda,Vimuktananda's translation of Shankara's Aparokshanubhuti - verse text on direct realization of Brahman through self-inquiry.,,Vedanta - The Sub-schools,Advaita,https://archive.org/search?query=%22Aparokshanubhuti%22%20Swami%20Vimuktananda,aparokshanubhuti,aparokshanubhuti,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
210,Upadesha Sahasri,210-upadesha-sahasri,Swami Jagadananda,Jagadananda's translation of Shankara's Upadesha Sahasri - Shankara's only original prose-and-verse work systematizing Advaita teaching.,,Vedanta - The Sub-schools,Advaita,https://archive.org/search?query=%22Upadesha%20Sahasri%22%20Swami%20Jagadananda,upadesha sahasri,upadesha-sahasri,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
211,The Method of the Vedanta,211-the-method-of-the-vedanta,Swami Satchidanandendra,Satchidanandendra's controversial study of authentic Advaita method - argues post-Shankara tradition departed from Shankara himself.,,Vedanta - The Sub-schools,Advaita,In Copyright,the method of the vedanta,the-method-of-the-vedanta,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
212,Brahma-Sutras: A Critical Exposition,212-brahma-sutras-a-critical-exposition,V. H. Date,V. H. Date's scholarly critical exposition of the Brahma Sutras - clear modern academic treatment of Vedantic foundational text.,,Vedanta - The Sub-schools,Advaita,https://archive.org/search?query=%22Brahma-Sutras%22%20V.%20H.%20Date,brahma-sutras: a critical exposition,brahma-sutras-a-critical-exposition,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
213,The Philosophy of Advaita,213-the-philosophy-of-advaita,T. M. P. Mahadevan,T. M. P. Mahadevan's classical Indian-authored survey of Advaita philosophy - clear historical and doctrinal introduction.,,Vedanta - The Sub-schools,Advaita,In Copyright,the philosophy of advaita,the-philosophy-of-advaita,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
214,Outlines of Indian Philosophy,214-outlines-of-indian-philosophy,M. Hiriyanna,Hiriyanna's classic concise survey of Indian philosophy - most readable single-volume Indian-authored introduction to all darshanas.,,Vedanta - The Sub-schools,Advaita,https://archive.org/details/outlinesofindian00hiri,outlines of indian philosophy,outlines-of-indian-philosophy,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
215,The Essentials of Indian Philosophy,215-the-essentials-of-indian-philosophy,M. Hiriyanna,Hiriyanna's slimmer companion volume distilling essential Indian philosophical teaching - ideal first book for general readers.,3-intellectual-path,Vedanta - The Sub-schools,Advaita,https://archive.org/details/EssentialsOfIndianPhilosophy,the essentials of indian philosophy,the-essentials-of-indian-philosophy,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
216,Studies in Vedanta,216-studies-in-vedanta,M. Hiriyanna,Hiriyanna's collected scholarly essays on Vedanta - focused academic studies by a leading early-20th century Indian philosopher.,,Vedanta - The Sub-schools,Advaita,https://archive.org/details/StudiesInVedantaByMHiriyanna,studies in vedanta,studies-in-vedanta,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
217,Methods of Knowledge According to Advaita Vedanta,217-methods-of-knowledge-according-to-advaita-vedanta,Swami Satprakashananda,Satprakashananda's clear systematic exposition of Advaita Vedanta epistemology - pramana theory in the Shankaran tradition.,,Vedanta - The Sub-schools,Advaita,https://archive.org/search?query=%22Methods%20of%20Knowledge%20According%20to%20Advaita%20Vedanta%22%20Swami%20Satprakashananda,methods of knowledge according to advaita vedanta,methods-of-knowledge-according-to-advaita-vedanta,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
218,Sankara and Indian Philosophy,218-sankara-and-indian-philosophy,Natalia Isayeva,Natalia Isayeva's accessible academic study of Shankara - Russian-tradition philosophical reading of the Advaita master.,,Vedanta - The Sub-schools,Advaita,In Copyright,sankara and indian philosophy,sankara-and-indian-philosophy,darshanas-and-philosophy,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
