node_id,title,author,type,source,domain_1,domain_2,lens
b1000:158,The Vaisheshika Sutras of Kanada,Nandalal Sinha,book,bharata1000,darshanas-and-philosophy,,
b1000:159,Padarthadharmasangraha of Prashastapada,Ganganatha Jha,book,bharata1000,darshanas-and-philosophy,,
b1000:160,Indian Atomism,Anantalal Thakur,book,bharata1000,darshanas-and-philosophy,,
b1000:161,Theories of the Self,Joel Whitney,book,bharata1000,darshanas-and-philosophy,,
b1000:162,The Samkhya Karika of Ishvarakrishna,Gerald Larson,book,bharata1000,darshanas-and-philosophy,,
b1000:163,Classical Samkhya,Gerald Larson,book,bharata1000,darshanas-and-philosophy,,
b1000:164,The Samkhya System,A. B. Keith,book,bharata1000,darshanas-and-philosophy,,
b1000:165,Samkhya: A Dualist Tradition in Indian Philosophy,Gerald Larson & Ram Shankar Bhattacharya,book,bharata1000,darshanas-and-philosophy,,
b1000:166,Yuktidipika,Albrecht Wezler & Shujun Motegi (eds.),book,bharata1000,darshanas-and-philosophy,,
b1000:167,Tattva-Samasa,V. P. Varma,book,bharata1000,darshanas-and-philosophy,,
b1000:168,The Samkhya Philosophy,Nandalal Sinha,book,bharata1000,darshanas-and-philosophy,,
b1000:169,The Yoga Sutras of Patanjali,Edwin Bryant,book,bharata1000,darshanas-and-philosophy,,
b1000:170,Yoga Sutras of Patanjali,Swami Satchidananda,book,bharata1000,darshanas-and-philosophy,,
b1000:171,The Yoga Sutras of Patanjali,Swami Vivekananda,book,bharata1000,darshanas-and-philosophy,,
b1000:172,Light on the Yoga Sutras of Patanjali,B. K. S. Iyengar,book,bharata1000,darshanas-and-philosophy,,
b1000:173,Patanjali's Yoga Sutras with the Commentary of Vyasa,Bangali Baba,book,bharata1000,darshanas-and-philosophy,,
b1000:174,The Yoga System of Patanjali,James Haughton Woods,book,bharata1000,darshanas-and-philosophy,,
b1000:175,Yoga: Immortality and Freedom,Mircea Eliade,book,bharata1000,darshanas-and-philosophy,,
b1000:176,The Yoga Tradition,Georg Feuerstein,book,bharata1000,darshanas-and-philosophy,,
b1000:177,The Alchemical Body,David Gordon White,book,bharata1000,darshanas-and-philosophy,,
b1000:178,Sinister Yogis,David Gordon White,book,bharata1000,darshanas-and-philosophy,,
b1000:179,The Yoga Sutra of Patanjali: A Biography,David Gordon White,book,bharata1000,darshanas-and-philosophy,,
b1000:180,Roots of Yoga,James Mallinson & Mark Singleton,book,bharata1000,darshanas-and-philosophy,,
b1000:181,The Hatha Yoga Pradipika,Swami Muktibodhananda,book,bharata1000,darshanas-and-philosophy,,
b1000:182,The Gheranda Samhita,Swami Niranjanananda Saraswati,book,bharata1000,darshanas-and-philosophy,,
b1000:183,The Shiva Samhita,James Mallinson,book,bharata1000,darshanas-and-philosophy,,
b1000:184,Yoga in Practice,David Gordon White (ed.),book,bharata1000,darshanas-and-philosophy,,
b1000:185,Light on Yoga,B. K. S. Iyengar,book,bharata1000,darshanas-and-philosophy,,
b1000:186,Light on Pranayama,B. K. S. Iyengar,book,bharata1000,darshanas-and-philosophy,,
b1000:187,The Heart of Yoga,T. K. V. Desikachar,book,bharata1000,darshanas-and-philosophy,,
b1000:188,Asana Pranayama Mudra Bandha,Swami Satyananda Saraswati,book,bharata1000,darshanas-and-philosophy,,
b1000:189,Four Chapters on Freedom,Swami Satyananda Saraswati,book,bharata1000,darshanas-and-philosophy,,
b1000:190,The Tree of Yoga,B. K. S. Iyengar,book,bharata1000,darshanas-and-philosophy,,
b1000:192,Sabara-Bhashya,Ganganatha Jha (3 vols),book,bharata1000,darshanas-and-philosophy,,
b1000:193,The Prabhakara School of Purva Mimamsa,Ganganatha Jha,book,bharata1000,darshanas-and-philosophy,,
b1000:194,Purva-Mimamsa in its Sources,Ganganatha Jha,book,bharata1000,darshanas-and-philosophy,,
b1000:195,The Slokavarttika of Kumarila Bhatta,Ganganatha Jha,book,bharata1000,darshanas-and-philosophy,,
b1000:196,Manameyodaya,C. Kunhan Raja & S. S. Suryanarayana Sastri,book,bharata1000,darshanas-and-philosophy,,
b1000:197,The Mimamsa Theory of Self-Recognition,D. M. Datta,book,bharata1000,darshanas-and-philosophy,,
b1000:198,Materials for the Study of the Apastamba Sutras,Daniel H. H. Ingalls (background),book,bharata1000,darshanas-and-philosophy,,
b1000:199,The Brahma Sutras,Swami Sivananda,book,bharata1000,darshanas-and-philosophy,,
b1000:200,Brahma Sutra Bhashya of Shankara,Swami Gambhirananda,book,bharata1000,darshanas-and-philosophy,,
b1000:201,The Vedanta Sutras with the Commentary of Sankaracharya,George Thibaut (3 vols),book,bharata1000,darshanas-and-philosophy,,
b1000:202,The Vedanta Sutras with the Commentary of Ramanuja,George Thibaut,book,bharata1000,darshanas-and-philosophy,,
b1000:203,The Brahma Sutras of Madhva,S. Subba Rau,book,bharata1000,darshanas-and-philosophy,,
b1000:204,Vedanta Paribhasha of Dharmaraja Adhvarindra,Swami Madhavananda,book,bharata1000,darshanas-and-philosophy,,
b1000:205,The Vivekachudamani of Shankaracharya,Swami Madhavananda,book,bharata1000,darshanas-and-philosophy,,
b1000:206,Atma Bodha,Swami Nikhilananda,book,bharata1000,darshanas-and-philosophy,,
b1000:207,Tattva Bodha,Swami Tattvavidananda Saraswati,book,bharata1000,darshanas-and-philosophy,,
b1000:208,Drig Drishya Viveka,Swami Nikhilananda,book,bharata1000,darshanas-and-philosophy,,
b1000:209,Aparokshanubhuti,Swami Vimuktananda,book,bharata1000,darshanas-and-philosophy,,
b1000:210,Upadesha Sahasri,Swami Jagadananda,book,bharata1000,darshanas-and-philosophy,,
b1000:211,The Method of the Vedanta,Swami Satchidanandendra,book,bharata1000,darshanas-and-philosophy,,
b1000:212,Brahma-Sutras: A Critical Exposition,V. H. Date,book,bharata1000,darshanas-and-philosophy,,
b1000:213,The Philosophy of Advaita,T. M. P. Mahadevan,book,bharata1000,darshanas-and-philosophy,,
b1000:214,Outlines of Indian Philosophy,M. Hiriyanna,book,bharata1000,darshanas-and-philosophy,,
b1000:215,The Essentials of Indian Philosophy,M. Hiriyanna,book,bharata1000,darshanas-and-philosophy,,
b1000:216,Studies in Vedanta,M. Hiriyanna,book,bharata1000,darshanas-and-philosophy,,
b1000:217,Methods of Knowledge According to Advaita Vedanta,Swami Satprakashananda,book,bharata1000,darshanas-and-philosophy,,
b1000:218,Sankara and Indian Philosophy,Natalia Isayeva,book,bharata1000,darshanas-and-philosophy,,
b1000:219,Sankara's Crest-Jewel of Discrimination,Swami Prabhavananda & Christopher Isherwood,book,bharata1000,darshanas-and-philosophy,,
b1000:220,The Naiskarmya Siddhi of Suresvara,A. J. Alston,book,bharata1000,darshanas-and-philosophy,,
b1000:221,The Heart of Sri Sankara,A. J. Alston,book,bharata1000,darshanas-and-philosophy,,
b1000:222,Samkara on the Absolute,A. J. Alston (6-vol Sankara source-book),book,bharata1000,darshanas-and-philosophy,,
b1000:223,Mandukya Upanishad with Gaudapada's Karika and Sankara's Commentary,Swami Nikhilananda,book,bharata1000,darshanas-and-philosophy,,
b1000:224,Gaudapada,T. M. P. Mahadevan,book,bharata1000,darshanas-and-philosophy,,
b1000:225,The Philosophy of the Mandukya Karika,V. R. R. Dikshitar,book,bharata1000,darshanas-and-philosophy,,
b1000:226,Panchadashi,Swami Swahananda,book,bharata1000,darshanas-and-philosophy,,
b1000:227,Yoga Vasistha Maharamayana,Vihari Lal Mitra,book,bharata1000,darshanas-and-philosophy,,
b1000:228,The Crest-Jewel of Wisdom,Charles Johnston,book,bharata1000,darshanas-and-philosophy,,
b1000:229,Sri Sankara's Teachings in His Own Words,Swami Atmananda,book,bharata1000,darshanas-and-philosophy,,
b1000:230,The Path to the Goal,Swami Bhajanananda,book,bharata1000,darshanas-and-philosophy,,
b1000:231,Sri Bhasya of Ramanuja,M. Rangacharya & M. B. Varadaraja Aiyangar,book,bharata1000,darshanas-and-philosophy,,
b1000:232,Vedartha Sangraha of Sri Ramanuja,S. S. Raghavachar,book,bharata1000,darshanas-and-philosophy,,
b1000:233,Gita Bhashya of Ramanuja,Swami Adidevananda,book,bharata1000,darshanas-and-philosophy,,
b1000:234,Vedanta Deshika's Yatindra-Mata-Dipika,Swami Adidevananda,book,bharata1000,darshanas-and-philosophy,,
b1000:235,The Philosophy of Visistadvaita,P. N. Srinivasachari,book,bharata1000,darshanas-and-philosophy,,
b1000:236,Ramanuja and the Sri Vaishnava Tradition,John Carman,book,bharata1000,darshanas-and-philosophy,,
b1000:237,"Ramanuja: His Life, Religion and Philosophy",Swami Tapasyananda,book,bharata1000,darshanas-and-philosophy,,
b1000:238,The Theology of Ramanuja,John Braisted Carman,book,bharata1000,darshanas-and-philosophy,,
b1000:239,Ramanuja on the Yoga,Robert Lester,book,bharata1000,darshanas-and-philosophy,,
b1000:240,The Embodiment of Bhakti,Vasudha Narayanan,book,bharata1000,darshanas-and-philosophy,,
b1000:241,The Way and the Goal,Vasudha Narayanan,book,bharata1000,darshanas-and-philosophy,,
b1000:242,The Brahma Sutras with Madhva's Commentary,S. Subba Rau,book,bharata1000,darshanas-and-philosophy,,
b1000:243,Madhva's Teachings in His Own Words,Bannanje Govindacharya,book,bharata1000,darshanas-and-philosophy,,
b1000:244,The Philosophy of Sri Madhvacharya,B. N. K. Sharma,book,bharata1000,darshanas-and-philosophy,,
b1000:245,A History of the Dvaita School of Vedanta,B. N. K. Sharma,book,bharata1000,darshanas-and-philosophy,,
b1000:246,Madhva's Anuvyakhyana,B. N. K. Sharma,book,bharata1000,darshanas-and-philosophy,,
b1000:247,Tattvodyota of Madhva,B. N. K. Sharma,book,bharata1000,darshanas-and-philosophy,,
b1000:248,Dvaita Vedanta,Deepak Sarma,book,bharata1000,darshanas-and-philosophy,,
b1000:249,An Introduction to Madhva Vedanta,Deepak Sarma,book,bharata1000,darshanas-and-philosophy,,
b1000:250,The Bhagavata-Sandarbhas of Jiva Gosvami,Satyanarayana Dasa,book,bharata1000,darshanas-and-philosophy,,
b1000:251,The Six Goswamis of Vrindavana,Satyaraja Dasa (Steven Rosen),book,bharata1000,darshanas-and-philosophy,,
b1000:252,Sri Caitanya-Caritamrta,Krishnadasa Kaviraja (Bhaktivedanta Swami trans.),book,bharata1000,darshanas-and-philosophy,,
b1000:253,Bhagavata-Tattva-Viveka,Visvanatha Cakravarti,book,bharata1000,darshanas-and-philosophy,,
b1000:254,The Bhakti Sutras of Narada,Swami Tyagisananda,book,bharata1000,darshanas-and-philosophy,,
b1000:255,The Bhakti Sutras of Shandilya,E. B. Cowell,book,bharata1000,darshanas-and-philosophy,,
b1000:256,Vallabha's Anubhashya,Mridula I. Marfatia,book,bharata1000,darshanas-and-philosophy,,
b1000:257,Suddhadvaita,Mridula I. Marfatia,book,bharata1000,darshanas-and-philosophy,,
b1000:258,Nimbarka and His Philosophy,Roma Bose,book,bharata1000,darshanas-and-philosophy,,
b1000:259,Vedanta of Nimbarka,Manik Lal Sandal,book,bharata1000,darshanas-and-philosophy,,
b1000:260,Achintya Bhedabheda,O. B. L. Kapoor,book,bharata1000,darshanas-and-philosophy,,
b1000:261,The Dhammapada,Eknath Easwaran,book,bharata1000,darshanas-and-philosophy,,
b1000:262,In the Buddha's Words,Bhikkhu Bodhi,book,bharata1000,darshanas-and-philosophy,,
b1000:263,The Long Discourses of the Buddha,Maurice Walshe,book,bharata1000,darshanas-and-philosophy,,
b1000:264,The Middle Length Discourses of the Buddha,Bhikkhu Bodhi & Bhikkhu Nanamoli,book,bharata1000,darshanas-and-philosophy,,
b1000:265,The Connected Discourses of the Buddha,Bhikkhu Bodhi,book,bharata1000,darshanas-and-philosophy,,
b1000:266,Buddhist Texts Through the Ages,Edward Conze,book,bharata1000,darshanas-and-philosophy,,
b1000:267,The Word of the Buddha,Nyanatiloka,book,bharata1000,darshanas-and-philosophy,,
b1000:268,Mulamadhyamakakarika of Nagarjuna,Jay Garfield (The Fundamental Wisdom of the Middle Way),book,bharata1000,darshanas-and-philosophy,,
b1000:269,The Philosophy of the Middle Way,David Kalupahana,book,bharata1000,darshanas-and-philosophy,,
b1000:270,Nagarjuna: The Philosophy of the Middle Way,David Kalupahana,book,bharata1000,darshanas-and-philosophy,,
b1000:271,Empty Words: Buddhist Philosophy and Cross-Cultural Interpretation,Jay Garfield,book,bharata1000,darshanas-and-philosophy,,
b1000:272,Vasubandhu's Vijnaptimatratasiddhi,Stefan Anacker,book,bharata1000,darshanas-and-philosophy,,
b1000:273,Yogacara Buddhism,Dan Lusthaus,book,bharata1000,darshanas-and-philosophy,,
b1000:274,Buddhist Logic,F. Th. Stcherbatsky (2 vols),book,bharata1000,darshanas-and-philosophy,,
b1000:275,The Central Conception of Buddhism,F. Th. Stcherbatsky,book,bharata1000,darshanas-and-philosophy,,
b1000:276,The Conception of Buddhist Nirvana,F. Th. Stcherbatsky,book,bharata1000,darshanas-and-philosophy,,
b1000:277,A History of Indian Buddhism,Étienne Lamotte,book,bharata1000,darshanas-and-philosophy,,
b1000:278,Indian Buddhism,A. K. Warder,book,bharata1000,darshanas-and-philosophy,,
b1000:279,Indian Esoteric Buddhism,Ronald Davidson,book,bharata1000,darshanas-and-philosophy,,
b1000:280,The Awakening of Faith,Ashvaghosha (Yoshito Hakeda trans.),book,bharata1000,darshanas-and-philosophy,,
b1000:281,Tattvartha Sutra,Umasvati (Nathmal Tatia trans.),book,bharata1000,darshanas-and-philosophy,,
b1000:282,The Acaranga Sutra,Hermann Jacobi,book,bharata1000,darshanas-and-philosophy,,
b1000:283,The Sutrakritanga,Hermann Jacobi,book,bharata1000,darshanas-and-philosophy,,
b1000:284,The Uttaradhyayana Sutra,Hermann Jacobi,book,bharata1000,darshanas-and-philosophy,,
b1000:285,Outlines of Jainism,J. L. Jaini,book,bharata1000,darshanas-and-philosophy,,
b1000:286,The Jaina Path of Purification,Padmanabh Jaini,book,bharata1000,darshanas-and-philosophy,,
b1000:287,Gender and Salvation: Jaina Debates on the Spiritual Liberation of Women,Padmanabh Jaini,book,bharata1000,darshanas-and-philosophy,,
b1000:288,Jaina Sutras,Hermann Jacobi,book,bharata1000,darshanas-and-philosophy,,
b1000:289,The Heart of Jainism,Sinclair Stevenson,book,bharata1000,darshanas-and-philosophy,,
b1000:290,Studies in Jaina Philosophy,Nathmal Tatia,book,bharata1000,darshanas-and-philosophy,,
b1000:291,Jainism,Helmuth von Glasenapp,book,bharata1000,darshanas-and-philosophy,,
b1000:292,Jaina Theory of Reality and Knowledge,Y. J. Padmarajiah,book,bharata1000,darshanas-and-philosophy,,
b1000:293,Principles of Tantra,Arthur Avalon (John Woodroffe),book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:294,The Serpent Power,Arthur Avalon,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:295,Shakti and Shakta,Arthur Avalon,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:296,The Garland of Letters,Arthur Avalon,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:297,Introduction to Tantra Sastra,Arthur Avalon,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:298,Hymns to the Goddess,Arthur Avalon,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:299,Tantra in Practice,David Gordon White (ed.),book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:300,Kiss of the Yogini,David Gordon White,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:301,The Tantric Body,Gavin Flood,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:302,The Roots of Tantra,Katherine Anne Harper & Robert L. Brown (eds.),book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:303,The Mahanirvana Tantra,Arthur Avalon,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:304,The Saundarya Lahari of Sankaracharya,W. Norman Brown,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:305,Sri Vidya: The Tantra of Tripurasundari,Douglas Renfrew Brooks,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:306,The Secret of the Three Cities,Douglas Brooks,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:307,Auspicious Wisdom: The Texts and Traditions of Srividya Sakta Tantrism,Douglas Brooks,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:308,Devi: The Great Goddess,Vidya Dehejia (ed.),book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:309,The Tantric View of Life,Herbert V. Guenther,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:310,The Doctrine of Vibration,Mark S. G. Dyczkowski,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:311,The Stanzas on Vibration,Mark S. G. Dyczkowski,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:312,The Aphorisms of Siva,Mark S. G. Dyczkowski,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:313,The Canon of the Saivagama,Mark S. G. Dyczkowski,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:314,Kashmir Saivism: The Secret Supreme,Swami Lakshmanjoo,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:315,Shiva Sutras: The Supreme Awakening,Swami Lakshmanjoo,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:316,Vijnana Bhairava,Swami Lakshmanjoo,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:317,The Doctrine of Recognition (Pratyabhijnahridayam),Jaideva Singh,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:318,Spanda-Karikas,Jaideva Singh,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:319,Siva Sutras,Jaideva Singh,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:320,Vijnanabhairava,Jaideva Singh,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:321,Para-Trishika-Vivarana,Jaideva Singh,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:322,The Pratyabhijna Philosophy,Gopinath Kaviraj,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:323,Tantraloka of Abhinavagupta,Various translators (Mark Dyczkowski multi-vol project),book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:324,Abhinavagupta: An Historical and Philosophical Study,K. C. Pandey,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:325,The Triadic Heart of Siva,Paul Eduardo Muller-Ortega,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:326,Doctrine of Recognition (Isvarapratyabhijnakarika),Raffaele Torella,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:327,The Krama Tantricism of Kashmir,Navjivan Rastogi,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:328,Introduction to the Tantraloka,Navjivan Rastogi,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
b1000:329,Hindu Tantric and Sakta Literature,Teun Goudriaan & Sanjukta Gupta,book,bharata1000,sacred-geography-and-temple,darshanas-and-philosophy,
